         1437625 function calls (1419330 primitive calls) in 1.605 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 apply.py:118(Apply)
        1    0.000    0.000    0.000    0.000 ops.py:75(Term)
        1    0.000    0.000    0.000    0.000 __init__.py:442(LibraryLoader)
        2    0.000    0.000    0.000    0.000 readers.py:1674(_check_file_or_buffer)
       77    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        4    0.000    0.000    0.000    0.000 base.py:5676(<genexpr>)
        1    0.000    0.000    0.000    0.000 decoder.py:285(__init__)
       19    0.000    0.000    0.000    0.000 _decorators.py:258(future_version_msg)
        1    0.000    0.000    0.000    0.000 expr.py:749(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 tz.py:381(__init__)
        1    0.000    0.000    0.000    0.000 array_manager.py:599(ArrayManager)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 csvs.py:130(_get_index_label_from_obj)
        1    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
        7    0.000    0.000    0.000    0.000 indexing.py:161(iloc)
        1    0.000    0.000    0.000    0.000 array_manager.py:1068(SingleArrayManager)
        2    0.000    0.000    0.000    0.000 <frozen os>:1116(__subclasshook__)
       11    0.000    0.000    0.000    0.000 enum.py:827(__members__)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:365(DataFrame)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        8    0.000    0.000    0.000    0.000 common.py:1229(<genexpr>)
        2    0.000    0.000    0.000    0.000 managers.py:480(is_view)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 pathlib.py:811(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 format.py:526(_initialize_sparsify)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:408(abspath)
       10    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 blocks.py:2003(EABackedBlock)
       13    0.000    0.000    0.000    0.000 typing.py:2880(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 gzip.py:146(GzipFile)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 sample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:2034(IndexCol)
        1    0.000    0.000    0.000    0.000 pydoc.py:554(__init__)
       26    0.000    0.000    0.000    0.000 typing.py:2820(<genexpr>)
        1    0.000    0.000    0.000    0.000 integer.py:16(IntegerDtype)
        8    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 indexing.py:1563(_iLocIndexer)
        6    0.000    0.000    0.000    0.000 threading.py:124(RLock)
       38    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:432(base_version)
       11    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
        1    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        1    0.000    0.000    0.000    0.000 _arrow_utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 common.py:1117(_maybe_memory_map)
       26    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 pydoc.py:1229(TextDoc)
        1    0.000    0.000    0.000    0.000 threading.py:588(__init__)
        1    0.000    0.000    0.000    0.000 csvs.py:190(data_index)
        1    0.000    0.000    0.000    0.000 sql.py:1443(PandasSQL)
        7    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
       22    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
        4    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        2    0.000    0.000    0.000    0.000 sysconfig.py:321(get_default_scheme)
        1    0.000    0.000    0.000    0.000 random.py:889(getrandbits)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        2    0.000    0.000    0.000    0.000 common.py:188(all_none)
        1    0.000    0.000    0.000    0.000 range.py:1009(__getitem__)
        1    0.000    0.000    0.000    0.000 extras.py:1794(MAxisConcatenator)
        4    0.000    0.000    0.000    0.000 numerictypes.py:234(obj2sctype)
        1    0.000    0.000    0.000    0.000 __init__.py:189(Path)
        1    0.000    0.000    0.000    0.000 base.py:327(SingleDataManager)
        1    0.000    0.000    0.000    0.000 _internal.py:261(_ctypes)
        1    0.000    0.000    0.000    0.000 core.py:1374(make_mask_descr)
       23    0.000    0.000    0.000    0.000 config.py:886(inner)
        2    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        2    0.000    0.000    0.000    0.000 frame.py:1047(shape)
        1    0.000    0.000    0.000    0.000 accessors.py:36(ArrowAccessor)
        3    0.000    0.000    0.000    0.000 _parser.py:1004(addliteral)
        8    0.000    0.000    0.000    0.000 frame.py:1030(axes)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:194(Calendar)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1343(_find_parent_path_names)
        2    0.000    0.000    0.000    0.000 config.py:566(deprecate_option)
        1    0.000    0.000    0.000    0.000 common.py:110(IOHandles)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:1433(NumpyEADtype)
        1    0.000    0.000    0.000    0.000 core.py:6788(MaskedConstant)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        2    0.000    0.000    0.000    0.000 indexing.py:935(_expand_ellipsis)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
       33    0.000    0.000    0.000    0.000 enum.py:819(<genexpr>)
        1    0.000    0.000    0.000    0.000 sql.py:922(SQLTable)
       21    0.000    0.000    0.000    0.000 arrayprint.py:952(_none_or_positive_arg)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 dtypes.py:2046(ArrowDtype)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
        1    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
       16    0.000    0.000    0.000    0.000 take.py:352(_view_wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:1465(_clear_cache)
        2    0.000    0.000    0.000    0.000 textwrap.py:112(__init__)
        3    0.000    0.000    0.000    0.000 inspect.py:1463(formatannotation)
        6    0.000    0.000    0.000    0.000 indexing.py:903(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:485(__getattr__)
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 ipaddress.py:2165(IPv6Interface)
        2    0.000    0.000    0.000    0.000 managers.py:1850(from_blocks)
        9    0.000    0.000    0.000    0.000 base.py:6685(_validate_indexer)
        1    0.000    0.000    0.000    0.000 integer.py:207(Int8Dtype)
        1    0.000    0.000    0.000    0.000 flags.py:10(Flags)
        1    0.000    0.000    0.000    0.000 _datasource.py:195(DataSource)
       12    0.000    0.000    0.000    0.000 indexing.py:2772(<genexpr>)
        1    0.000    0.000    0.000    0.000 _json.py:1125(Parser)
       13    0.000    0.000    0.000    0.000 accessor.py:136(delegate_names)
        1    0.000    0.000    0.000    0.000 platform.py:801(_Processor)
        1    0.000    0.000    0.000    0.000 frequencies.py:159(_FrequencyInferer)
        2    0.000    0.000    0.000    0.000 reprlib.py:50(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        9    0.000    0.000    0.000    0.000 construction.py:688(_sanitize_non_ordered)
        2    0.000    0.000    0.000    0.000 base.py:74(__len__)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       15    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 core.py:1360(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 timedeltas.py:38(TimedeltaIndex)
        2    0.000    0.000    0.000    0.000 __init__.py:158(__getattr__)
        1    0.000    0.000    0.000    0.000 six.py:498(Module_six_moves_urllib)
        2    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2240(IPv6Network)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 threading.py:424(notify_all)
        1    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        3    0.000    0.000    0.000    0.000 _util.py:34(register_writer)
        1    0.000    0.000    0.000    0.000 accessors.py:62(ListAccessor)
        1    0.000    0.000    0.000    0.000 __init__.py:186(LegacyVersion)
        1    0.000    0.000    0.000    0.000 pytables.py:108(BinOp)
        1    0.000    0.000    0.000    0.000 ops.py:953(BinGrouper)
        2    0.000    0.000    0.000    0.000 astype.py:249(astype_is_view)
        1    0.000    0.000    0.000    0.000 floating.py:156(Float32Dtype)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
       22    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:121(Buffer)
        1    0.000    0.000    0.000    0.000 getlimits.py:33(MachArLike)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 __init__.py:842(ZipExtFile)
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       38    0.000    0.000    0.000    0.000 __init__.py:534(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:639(iinfo)
        1    0.000    0.000    0.000    0.000 info.py:716(_TableBuilderAbstract)
       21    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 accessor.py:19(DirNamesMixin)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1432(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 scope.py:121(Scope)
        4    0.000    0.000    0.000    0.000 <frozen os>:795(decode)
        1    0.000    0.000    0.000    0.000 apply.py:1372(SeriesApply)
       23    0.000    0.000    0.000    0.000 expr.py:293(_op_maker)
        1    0.000    0.000    0.000    0.000 __init__.py:546(Formatter)
        8    0.000    0.000    0.000    0.000 enum.py:1691(_simple_enum)
        1    0.000    0.000    0.000    0.000 _base.py:543(BaseExcelReader)
        7    0.000    0.000    0.000    0.000 getlimits.py:160(_register_type)
        1    0.000    0.000    0.000    0.000 categorical.py:2774(CategoricalAccessor)
        2    0.000    0.000    0.000    0.000 indexing.py:2711(maybe_convert_ix)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1042(_set_native_id)
       24    0.000    0.000    0.000    0.000 function.py:52(__init__)
        1    0.000    0.000    0.000    0.000 accessor.py:37(SparseAccessor)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        1    0.000    0.000    0.000    0.000 blocks.py:2288(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        9    0.000    0.000    0.000    0.000 config.py:899(is_nonnegative_int)
        2    0.000    0.000    0.000    0.000 base.py:3760(_assert_can_do_setop)
        1    0.000    0.000    0.000    0.000 boolean.py:40(BooleanDtype)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
        1    0.000    0.000    0.000    0.000 accessor.py:234(SparseFrameAccessor)
        1    0.000    0.000    0.000    0.000 integer.py:242(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        4    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        4    0.000    0.000    0.000    0.000 enum.py:815(__iter__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        1    0.000    0.000    0.000    0.000 apply.py:709(NDFrameApply)
        2    0.000    0.000    0.000    0.000 sysconfig.py:309(get_preferred_scheme)
        6    0.000    0.000    0.000    0.000 base.py:540(<genexpr>)
        1    0.000    0.000    0.000    0.000 _parser.py:1012(addgroup)
        1    0.000    0.000    0.000    0.000 api.py:330(_sanitize_and_check)
        1    0.000    0.000    0.000    0.000 numeric.py:234(NumericArray)
        3    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 base.py:2412(ExtensionOpsMixin)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 masked_accumulations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
